"Län","Gröda","Variabel","Tabelluppgift","2021","2022","2023","2024","2025"
"12 Skåne län","Rågvete","Areal, hektar","Värde",4640,4300,4450,4250,5010
"12 Skåne län","Rågvete","Totalskörd, ton","Värde",25800,27700,20100,21900,28600
"12 Skåne län","Höstrågvete","Areal, hektar","Värde",4380,3890,4260,3860,4740
"12 Skåne län","Höstrågvete","Totalskörd, ton","Värde",24600,25900,19800,20400,27600
"12 Skåne län","Vårrågvete","Areal, hektar","Värde",250,410,190,390,270
"12 Skåne län","Vårrågvete","Totalskörd, ton","Värde",..,..,..,..,..
"12 Skåne län","Blandsäd","Areal, hektar","Värde",460,480,100,540,320
"12 Skåne län","Blandsäd","Totalskörd, ton","Värde",..,..,..,..,..
"12 Skåne län","Majs","Areal, hektar","Värde",1150,1110,1320,1030,1130
"12 Skåne län","Majs","Totalskörd, ton","Värde",9800,7300,10800,7200,8000
"12 Skåne län","Spannmål totalt","Areal, hektar","Värde",205750,193410,204110,207380,206410
"12 Skåne län","Spannmål totalt","Totalskörd, ton","Värde",1313500,1539700,1116100,1370000,1628800
"12 Skåne län","Ärter","Areal, hektar","Värde",1200,1320,1270,730,850
"12 Skåne län","Ärter","Totalskörd, ton","Värde",3500,5800,2400,..,3400
"12 Skåne län","Åkerbönor","Areal, hektar","Värde",2860,3380,3180,2550,2320
"12 Skåne län","Åkerbönor","Totalskörd, ton","Värde",7600,14700,8000,8400,9200
"12 Skåne län","Höstraps","Areal, hektar","Värde",43560,48350,44810,39320,40510
"12 Skåne län","Höstraps","Totalskörd, ton","Värde",151500,195400,104500,128900,147900
"12 Skåne län","Vårraps","Areal, hektar","Värde",220,570,250,270,130
"12 Skåne län","Vårraps","Totalskörd, ton","Värde",..,..,..,..,..
"12 Skåne län","Höstrybs","Areal, hektar","Värde",..,30,40,60,50
"12 Skåne län","Höstrybs","Totalskörd, ton","Värde",..,..,..,..,..
"12 Skåne län","Vårrybs","Areal, hektar","Värde",..,..,..,..,..
"12 Skåne län","Vårrybs","Totalskörd, ton","Värde",..,..,..,..,..
"12 Skåne län","Stråsädesgrödor (exkl. majs) till grönfoder","Areal, hektar","Värde",4610,3640,5980,4450,3860
"12 Skåne län","Stråsädesgrödor (exkl. majs) till grönfoder","Totalskörd, ton","Värde",19000,18200,17700,17300,22300
"12 Skåne län","Majs till grönfoder","Areal, hektar","Värde",5670,6400,7070,8000,8370
"12 Skåne län","Majs till grönfoder","Totalskörd, ton","Värde",73200,70200,93200,89000,83400
"12 Skåne län","Andra ettåriga grödor till grönfoder","Areal, hektar","Värde",640,670,1090,1070,1180
"12 Skåne län","Andra ettåriga grödor till grönfoder","Totalskörd, ton","Värde",..,..,..,..,..
"12 Skåne län","Oljelin","Areal, hektar","Värde",230,320,210,120,140
"12 Skåne län","Oljelin","Totalskörd, ton","Värde",..,..,..,..,..
"12 Skåne län","Matpotatis","Areal, hektar","Värde",5610,5700,5590,5550,5890
"12 Skåne län","Matpotatis","Totalskörd, ton","Värde",175000,192300,185000,197300,213900
"12 Skåne län","Potatis för stärkelse","Areal, hektar","Värde",5710,5530,5560,6440,7600
"12 Skåne län","Potatis för stärkelse","Totalskörd, ton","Värde",244200,233200,243200,289000,328900
"12 Skåne län","Sockerbetor","Areal, hektar","Värde",27560,28198,27810,27558,24668
"12 Skåne län","Sockerbetor","Totalskörd, ton","Värde",1975900,1827200,1685500,2061300,1978400
"12 Skåne län","Slåttervall, första skörd","Areal, hektar","Värde",70110,78540,71510,75620,67840
"12 Skåne län","Slåttervall, första skörd","Totalskörd, ton","Värde",252700,279600,170900,253300,235100
"12 Skåne län","Slåttervall, återväxt","Areal, hektar","Värde",.,.,.,.,.
"12 Skåne län","Slåttervall, återväxt","Totalskörd, ton","Värde",229500,156300,260800,218300,170000
"12 Skåne län","Slåttervall, total vallskörd","Areal, hektar","Värde",.,.,.,.,.
"12 Skåne län","Slåttervall, total vallskörd","Totalskörd, ton","Värde",482200,435900,431700,471600,405100
"122 f.d. Malmöhus län","Höstvete","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Höstvete","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Vårvete","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Vårvete","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Råg","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Råg","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Höstkorn","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Höstkorn","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Vårkorn","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Vårkorn","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Havre","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Havre","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Rågvete","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Rågvete","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Höstrågvete","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Höstrågvete","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Vårrågvete","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Vårrågvete","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Blandsäd","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Blandsäd","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Majs","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Majs","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Spannmål totalt","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Spannmål totalt","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Ärter","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Ärter","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Åkerbönor","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Åkerbönor","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Höstraps","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Höstraps","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Vårraps","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Vårraps","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Höstrybs","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Höstrybs","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Vårrybs","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Vårrybs","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Stråsädesgrödor (exkl. majs) till grönfoder","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Stråsädesgrödor (exkl. majs) till grönfoder","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Majs till grönfoder","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Majs till grönfoder","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Andra ettåriga grödor till grönfoder","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Andra ettåriga grödor till grönfoder","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Oljelin","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Oljelin","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Matpotatis","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Matpotatis","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Potatis för stärkelse","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Potatis för stärkelse","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Sockerbetor","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Sockerbetor","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Slåttervall, första skörd","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Slåttervall, första skörd","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Slåttervall, återväxt","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Slåttervall, återväxt","Totalskörd, ton","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Slåttervall, total vallskörd","Areal, hektar","Värde",.,.,.,.,.
"122 f.d. Malmöhus län","Slåttervall, total vallskörd","Totalskörd, ton","Värde",.,.,.,.,.
"13 Hallands län","Höstvete","Areal, hektar","Värde",14840,14100,16240,14600,14740
"13 Hallands län","Höstvete","Totalskörd, ton","Värde",96300,101900,101500,91300,108500
"13 Hallands län","Vårvete","Areal, hektar","Värde",1830,1950,1380,2380,2540
"13 Hallands län","Vårvete","Totalskörd, ton","Värde",7900,10400,4400,11300,12700
"13 Hallands län","Råg","Areal, hektar","Värde",1230,1020,1100,1090,1500
"13 Hallands län","Råg","Totalskörd, ton","Värde",7800,5900,6400,6000,9700
"13 Hallands län","Höstkorn","Areal, hektar","Värde",1260,1130,990,830,970
"13 Hallands län","Höstkorn","Totalskörd, ton","Värde",6400,6700,5200,4400,5800
"13 Hallands län","Vårkorn","Areal, hektar","Värde",13950,14690,13380,15920,14970
"13 Hallands län","Vårkorn","Totalskörd, ton","Värde",53500,86800,46900,77300,90700
"13 Hallands län","Havre","Areal, hektar","Värde",7320,7290,5950,6110,6070
"13 Hallands län","Havre","Totalskörd, ton","Värde",26300,42500,21200,29200,34500
"13 Hallands län","Rågvete","Areal, hektar","Värde",1510,1280,1400,870,1100
"13 Hallands län","Rågvete","Totalskörd, ton","Värde",8000,7600,4700,..,5800
"13 Hallands län","Höstrågvete","Areal, hektar","Värde",1460,1270,1400,810,1020
"13 Hallands län","Höstrågvete","Totalskörd, ton","Värde",8000,7600,4700,..,5400
"13 Hallands län","Vårrågvete","Areal, hektar","Värde",40,20,..,60,80
"13 Hallands län","Vårrågvete","Totalskörd, ton","Värde",..,..,..,..,..
"13 Hallands län","Blandsäd","Areal, hektar","Värde",330,290,80,310,70
"13 Hallands län","Blandsäd","Totalskörd, ton","Värde",..,..,..,..,..
"13 Hallands län","Majs","Areal, hektar","Värde",250,400,380,850,360
"13 Hallands län","Majs","Totalskörd, ton","Värde",..,..,..,..,..
"13 Hallands län","Spannmål totalt","Areal, hektar","Värde",42520,42160,40910,42970,42320
"13 Hallands län","Spannmål totalt","Totalskörd, ton","Värde",209200,266600,193100,230200,271200
"13 Hallands län","Ärter","Areal, hektar","Värde",250,260,160,140,150
"13 Hallands län","Ärter","Totalskörd, ton","Värde",..,..,..,..,..
"13 Hallands län","Åkerbönor","Areal, hektar","Värde",1140,1390,1350,1240,1050
"13 Hallands län","Åkerbönor","Totalskörd, ton","Värde",3200,5900,3800,4000,4200
"13 Hallands län","Höstraps","Areal, hektar","Värde",4150,4720,5060,2140,3390
"13 Hallands län","Höstraps","Totalskörd, ton","Värde",13100,16700,14600,6000,13300
"13 Hallands län","Vårraps","Areal, hektar","Värde",160,200,140,610,240
"13 Hallands län","Vårraps","Totalskörd, ton","Värde",..,..,..,..,..
"13 Hallands län","Höstrybs","Areal, hektar","Värde",10,..,20,..,..
"13 Hallands län","Höstrybs","Totalskörd, ton","Värde",..,..,..,..,..
"13 Hallands län","Vårrybs","Areal, hektar","Värde",..,..,..,..,..
"13 Hallands län","Vårrybs","Totalskörd, ton","Värde",..,..,..,..,..
"13 Hallands län","Stråsädesgrödor (exkl. majs) till grönfoder","Areal, hektar","Värde",2070,840,2740,1460,1670
"13 Hallands län","Stråsädesgrödor (exkl. majs) till grönfoder","Totalskörd, ton","Värde",5800,3000,8700,5200,8800
"13 Hallands län","Majs till grönfoder","Areal, hektar","Värde",2580,2870,3630,3940,4620
"13 Hallands län","Majs till grönfoder","Totalskörd, ton","Värde",35100,35100,43300,40600,50000
"13 Hallands län","Andra ettåriga grödor till grönfoder","Areal, hektar","Värde",400,240,470,300,470
"13 Hallands län","Andra ettåriga grödor till grönfoder","Totalskörd, ton","Värde",..,..,..,..,..
"13 Hallands län","Oljelin","Areal, hektar","Värde",..,..,..,..,..
"13 Hallands län","Oljelin","Totalskörd, ton","Värde",..,..,..,..,..
"13 Hallands län","Matpotatis","Areal, hektar","Värde",1740,1810,1820,1890,2050
"13 Hallands län","Matpotatis","Totalskörd, ton","Värde",67100,74400,64500,65800,90700
"13 Hallands län","Potatis för stärkelse","Areal, hektar","Värde",50,60,20,20,20
"13 Hallands län","Potatis för stärkelse","Totalskörd, ton","Värde",..,..,..,..,..
"13 Hallands län","Sockerbetor","Areal, hektar","Värde",710,711,670,620,510
"13 Hallands län","Sockerbetor","Totalskörd, ton","Värde",47000,44200,42200,39200,42800
"13 Hallands län","Slåttervall, första skörd","Areal, hektar","Värde",34490,29880,36460,33700,30900
"13 Hallands län","Slåttervall, första skörd","Totalskörd, ton","Värde",128500,120900,79700,115100,87300
"13 Hallands län","Slåttervall, återväxt","Areal, hektar","Värde",.,.,.,.,.
"13 Hallands län","Slåttervall, återväxt","Totalskörd, ton","Värde",142400,85000,143700,156100,109400
"13 Hallands län","Slåttervall, total vallskörd","Areal, hektar","Värde",.,.,.,.,.
"13 Hallands län","Slåttervall, total vallskörd","Totalskörd, ton","Värde",270900,205900,223400,271200,196800
"14 Västra Götalands län","Höstvete","Areal, hektar","Värde",77840,69510,86720,73830,87040
"14 Västra Götalands län","Höstvete","Totalskörd, ton","Värde",514000,526800,567100,474000,674900
"14 Västra Götalands län","Vårvete","Areal, hektar","Värde",6640,7400,5910,9590,6610
"14 Västra Götalands län","Vårvete","Totalskörd, ton","Värde",21100,34400,15600,31100,29300
"14 Västra Götalands län","Råg","Areal, hektar","Värde",5860,4610,6650,6080,6220
"14 Västra Götalands län","Råg","Totalskörd, ton","Värde",36100,29500,37000,31900,41100
"14 Västra Götalands län","Höstkorn","Areal, hektar","Värde",2320,2840,2800,3550,4080
"14 Västra Götalands län","Höstkorn","Totalskörd, ton","Värde",14900,18600,17100,19500,30000
"14 Västra Götalands län","Vårkorn","Areal, hektar","Värde",35990,41720,35890,45630,35780
"14 Västra Götalands län","Vårkorn","Totalskörd, ton","Värde",138400,228900,129400,198700,210300
"14 Västra Götalands län","Havre","Areal, hektar","Värde",62030,58250,52010,57050,54120
"14 Västra Götalands län","Havre","Totalskörd, ton","Värde",215400,293400,165600,233400,280000
"14 Västra Götalands län","Rågvete","Areal, hektar","Värde",4810,4370,5240,4120,5310
"14 Västra Götalands län","Rågvete","Totalskörd, ton","Värde",27900,27200,25200,23300,33100
"14 Västra Götalands län","Höstrågvete","Areal, hektar","Värde",4550,3860,4890,3820,5020
"14 Västra Götalands län","Höstrågvete","Totalskörd, ton","Värde",26900,24700,24200,22300,31800
"14 Västra Götalands län","Vårrågvete","Areal, hektar","Värde",260,510,360,300,290
"14 Västra Götalands län","Vårrågvete","Totalskörd, ton","Värde",..,..,..,..,..
"14 Västra Götalands län","Blandsäd","Areal, hektar","Värde",4300,5180,3260,5150,3170
"14 Västra Götalands län","Blandsäd","Totalskörd, ton","Värde",14200,21600,10300,17300,13800
"14 Västra Götalands län","Majs","Areal, hektar","Värde",30,30,40,60,70
"14 Västra Götalands län","Majs","Totalskörd, ton","Värde",..,..,..,..,..
"14 Västra Götalands län","Spannmål totalt","Areal, hektar","Värde",199830,193900,198530,205060,202400
"14 Västra Götalands län","Spannmål totalt","Totalskörd, ton","Värde",982400,1180500,967600,1029500,1313100
"14 Västra Götalands län","Ärter","Areal, hektar","Värde",2460,3460,3580,3390,2190
"14 Västra Götalands län","Ärter","Totalskörd, ton","Värde",6300,12600,9700,8200,9300
"14 Västra Götalands län","Åkerbönor","Areal, hektar","Värde",7240,7510,6060,5660,5230
"14 Västra Götalands län","Åkerbönor","Totalskörd, ton","Värde",16600,27400,15800,18800,19900
"14 Västra Götalands län","Höstraps","Areal, hektar","Värde",13200,15530,17140,8390,16290
"14 Västra Götalands län","Höstraps","Totalskörd, ton","Värde",48900,55000,57800,23200,68200
"14 Västra Götalands län","Vårraps","Areal, hektar","Värde",760,2050,1480,1830,1190
"14 Västra Götalands län","Vårraps","Totalskörd, ton","Värde",..,5100,3300,3900,2700
"14 Västra Götalands län","Höstrybs","Areal, hektar","Värde",70,..,60,..,..
"14 Västra Götalands län","Höstrybs","Totalskörd, ton","Värde",..,..,..,..,..
"14 Västra Götalands län","Vårrybs","Areal, hektar","Värde",200,300,120,130,70
"14 Västra Götalands län","Vårrybs","Totalskörd, ton","Värde",..,..,..,..,..
"14 Västra Götalands län","Stråsädesgrödor (exkl. majs) till grönfoder","Areal, hektar","Värde",8510,5770,9310,5010,6740
"14 Västra Götalands län","Stråsädesgrödor (exkl. majs) till grönfoder","Totalskörd, ton","Värde",23700,20500,35400,16300,23600
"14 Västra Götalands län","Majs till grönfoder","Areal, hektar","Värde",780,920,1380,1970,3610
"14 Västra Götalands län","Majs till grönfoder","Totalskörd, ton","Värde",..,10400,14400,18000,37700
"14 Västra Götalands län","Andra ettåriga grödor till grönfoder","Areal, hektar","Värde",3440,3620,4470,4080,3480
"14 Västra Götalands län","Andra ettåriga grödor till grönfoder","Totalskörd, ton","Värde",18300,15500,..,19500,12300
"14 Västra Götalands län","Oljelin","Areal, hektar","Värde",140,410,250,280,240
"14 Västra Götalands län","Oljelin","Totalskörd, ton","Värde",..,..,..,..,..
"14 Västra Götalands län","Matpotatis","Areal, hektar","Värde",1770,1700,1580,1660,1680
"14 Västra Götalands län","Matpotatis","Totalskörd, ton","Värde",54300,57300,51800,57000,57600
"14 Västra Götalands län","Potatis för stärkelse","Areal, hektar","Värde",80,70,50,50,60
"14 Västra Götalands län","Potatis för stärkelse","Totalskörd, ton","Värde",..,..,..,..,..
"14 Västra Götalands län","Sockerbetor","Areal, hektar","Värde",..,..,..,..,..
"14 Västra Götalands län","Sockerbetor","Totalskörd, ton","Värde",..,..,..,..,..
"14 Västra Götalands län","Slåttervall, första skörd","Areal, hektar","Värde",130810,140110,137410,136020,129580
"14 Västra Götalands län","Slåttervall, första skörd","Totalskörd, ton","Värde",399100,421900,311300,439500,345400
"14 Västra Götalands län","Slåttervall, återväxt","Areal, hektar","Värde",.,.,.,.,.
"14 Västra Götalands län","Slåttervall, återväxt","Totalskörd, ton","Värde",311200,335100,453400,392000,326200
"14 Västra Götalands län","Slåttervall, total vallskörd","Areal, hektar","Värde",.,.,.,.,.
"14 Västra Götalands län","Slåttervall, total vallskörd","Totalskörd, ton","Värde",710300,757000,764700,831500,671600
"141 f.d. Göteborgs o Bohus län","Höstvete","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Höstvete","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Vårvete","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Vårvete","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Råg","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Råg","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Höstkorn","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Höstkorn","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Vårkorn","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Vårkorn","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Havre","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Havre","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Rågvete","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Rågvete","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Höstrågvete","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Höstrågvete","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Vårrågvete","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Vårrågvete","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Blandsäd","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Blandsäd","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Majs","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Majs","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Spannmål totalt","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Spannmål totalt","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Ärter","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Ärter","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Åkerbönor","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Åkerbönor","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Höstraps","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Höstraps","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Vårraps","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Vårraps","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Höstrybs","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Höstrybs","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Vårrybs","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Vårrybs","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Stråsädesgrödor (exkl. majs) till grönfoder","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Stråsädesgrödor (exkl. majs) till grönfoder","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Majs till grönfoder","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Majs till grönfoder","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Andra ettåriga grödor till grönfoder","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Andra ettåriga grödor till grönfoder","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Oljelin","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Oljelin","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Matpotatis","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Matpotatis","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Potatis för stärkelse","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Potatis för stärkelse","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Sockerbetor","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Sockerbetor","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Slåttervall, första skörd","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Slåttervall, första skörd","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Slåttervall, återväxt","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Slåttervall, återväxt","Totalskörd, ton","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Slåttervall, total vallskörd","Areal, hektar","Värde",.,.,.,.,.
"141 f.d. Göteborgs o Bohus län","Slåttervall, total vallskörd","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Höstvete","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Höstvete","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Vårvete","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Vårvete","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Råg","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Råg","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Höstkorn","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Höstkorn","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Vårkorn","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Vårkorn","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Havre","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Havre","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Rågvete","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Rågvete","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Höstrågvete","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Höstrågvete","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Vårrågvete","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Vårrågvete","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Blandsäd","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Blandsäd","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Majs","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Majs","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Spannmål totalt","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Spannmål totalt","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Ärter","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Ärter","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Åkerbönor","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Åkerbönor","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Höstraps","Areal, hektar","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Höstraps","Totalskörd, ton","Värde",.,.,.,.,.
"15 f.d. Älvsborgs län","Vårraps","Areal, hektar","Värde",.,.,.,.,.
